agg_cap,approximation_dominated,attention_approximation,attention_approximation_groups,autoscale_ttft_correction_factor,backend,backend_version,balance_score,best_batch_size,bs,canonical_config_id,canonical_config_sort_key,cap_history,cap_rerun_count,cap_saturated,chunked_prefill,comm,communication_evidence,concurrency,cp,ctx_tokens,database_mode,decode_cap,decode_latency_correction,dp,effective_bandwidth_tiers,encoder_latency,encoder_memory,engine_step_backend,estimate_kind,experiment,fmha,gemm,gen_tokens,global_bs,isl,kvcache,memory,model,moe,moe_ep,moe_tp,nextn,num_ctx_reqs,num_gen_reqs,num_tokens,num_total_gpus,osl,parallel,pareto_sweep,per_ops_data,per_ops_phase_totals_ms,per_ops_source,per_ops_weighted_totals_ms,power_w,pp,prefill_cap,prefill_latency_correction,prefix,ranking_eligible,ranking_metric_kind,ranking_metric_value,rate_match_decode_degradation,rate_match_prefill_degradation,replicas,request_latency,request_rate,saturated_cap_names,seq/s,seq/s/gpu,serving_mode,simulation_status,system,terminal_status,tokens/s,tokens/s/gpu,tokens/s/gpu_cluster,tokens/s/user,total_gpus,total_gpus_used,tp,tpot,tpot_constraint_ms,tpot_observed_only,ttft,ttft_pass,ttft_sla_ms,unused_gpus,version,worker_gpus,workload_kind,rank,(d)backend,(d)bs,(d)comm,(d)dp,(d)fmha,(d)gemm,(d)global_bs,(d)kvcache,(d)memory,(d)moe,(d)moe_ep,(d)moe_tp,(d)parallel,(d)pp,(d)seq/s/worker,(d)system,(d)tp,(d)version,(d)workers,(e)memory,(e)parallel,(e)pp,(e)tp,(e)workers,(p)backend,(p)bs,(p)comm,(p)cp,(p)dp,(p)fmha,(p)gemm,(p)global_bs,(p)kvcache,(p)memory,(p)moe,(p)moe_ep,(p)moe_tp,(p)parallel,(p)pp,(p)seq/s/worker,(p)system,(p)tp,(p)version,(p)workers,decode_batch_size,decode_cp,decode_worker_count,decode_worker_gpus,prefill_batch_size,prefill_worker_count,prefill_worker_gpus,prefill_tokens/s,prefill_tokens/s/gpu,prefill_tokens/s/gpu_cluster
1024,False,,{},1.0,vllm,0.22.0,0.7099609375,727,727,agg_patternA|tp=1|pp=1|dp=4|moe_tp=1|moe_ep=4|cp=1|bs=727|ctx_tokens=4096,"[""agg_patternA"",1,1,4,1,4,1,727,4096]","[{""agg"":1024,""decode"":1024,""prefill"":16}]",0,False,False,half,"[{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_gather"",""group_size"":4,""message_size_bytes"":276512768.0,""operation_kind"":""nccl"",""operation_name"":""context_moe_pre_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""reduce_scatter"",""group_size"":4,""message_size_bytes"":276512768.0,""operation_kind"":""nccl"",""operation_name"":""context_moe_post_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_gather"",""group_size"":4,""message_size_bytes"":234881024.0,""operation_kind"":""nccl"",""operation_name"":""context_moe_pre_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""reduce_scatter"",""group_size"":4,""message_size_bytes"":234881024.0,""operation_kind"":""nccl"",""operation_name"":""context_moe_post_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_gather"",""group_size"":4,""message_size_bytes"":41631744,""operation_kind"":""nccl"",""operation_name"":""generation_moe_pre_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""reduce_scatter"",""group_size"":4,""message_size_bytes"":41631744,""operation_kind"":""nccl"",""operation_name"":""generation_moe_post_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_gather"",""group_size"":4,""message_size_bytes"":41689088,""operation_kind"":""nccl"",""operation_name"":""generation_moe_pre_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""reduce_scatter"",""group_size"":4,""message_size_bytes"":41689088,""operation_kind"":""nccl"",""operation_name"":""generation_moe_post_dispatch"",""tier"":""intra_node_bw""}]",2908,1,4096,SOL,1024,1.0,4,"[{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_gather"",""group_size"":4,""operation_kind"":""nccl"",""operation_name"":""context_moe_pre_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""reduce_scatter"",""group_size"":4,""operation_kind"":""nccl"",""operation_name"":""context_moe_post_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_gather"",""group_size"":4,""operation_kind"":""nccl"",""operation_name"":""context_moe_pre_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""reduce_scatter"",""group_size"":4,""operation_kind"":""nccl"",""operation_name"":""context_moe_post_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_gather"",""group_size"":4,""operation_kind"":""nccl"",""operation_name"":""generation_moe_pre_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""reduce_scatter"",""group_size"":4,""operation_kind"":""nccl"",""operation_name"":""generation_moe_post_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_gather"",""group_size"":4,""operation_kind"":""nccl"",""operation_name"":""generation_moe_pre_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""reduce_scatter"",""group_size"":4,""operation_kind"":""nccl"",""operation_name"":""generation_moe_post_dispatch"",""tier"":""intra_node_bw""}]",0,0.0,python,theoretical_sol_roofline,agg_patternA,bfloat16,fp8_block,726.0,2908,4096,fp8,277.5196298286319,deepseek-ai/DeepSeek-V4-Pro,w4a8_mxfp4_mxfp8,4,1,0,1.0,726.0,4822.0,4,1024,tp1pp1dp4etp1ep4,False,"{""genonly_step"":{""generation_attention"":9.958667008,""generation_attn_norm"":0.158939648,""generation_embedding"":0.001302784,""generation_ffn_norm"":0.158939648,""generation_logits_gemm"":0.538956529664,""generation_mhc_post"":1.2925059115000002,""generation_mhc_pre"":1.2935702395,""generation_moe_overlap"":28.93383166933333,""generation_p2p"":0.0},""mix_step"":{""context_attention (scaled)"":49.131592194457596,""context_attn_norm"":1.054204928,""context_embedding"":0.008641024,""context_ffn_norm"":1.054204928,""context_logits_gemm"":0.231703872,""context_mhc_post"":8.4546281515,""context_mhc_pre"":8.4616875595,""context_moe"":46.6346525589504,""context_moe_post_dispatch"":14.056065706666667,""context_moe_pre_dispatch"":14.056065706666667,""context_p2p"":0.0,""context_router_gemm"":0.6477035077632,""context_shared_act_gate"":0.677703168,""context_shared_ffn2_gemm"":2.5908140310528,""context_shared_gate_up_gemm"":5.1816280621056,""generation_attention"":9.944968703999999},""scheduling"":{""genonly_step_latency_ms"":42.336713437997325,""mix_step_latency_ms"":162.18626410266293,""num_genonly_steps"":297.0,""num_mix_steps"":727.0}}","{""genonly_step"":{""attention"":10.117606656000001,""non_attention"":32.21910678199733,""total"":42.33671343799733},""mix_step"":{""attention"":60.1307658264576,""non_attention"":102.05549827620533,""total"":162.18626410266293}}","{""genonly_step"":{""generation_attention"":""sol"",""generation_attn_norm"":""sol"",""generation_embedding"":""sol"",""generation_ffn_norm"":""sol"",""generation_logits_gemm"":""sol"",""generation_mhc_post"":""sol"",""generation_mhc_pre"":""sol"",""generation_moe_overlap"":""sol"",""generation_p2p"":""sol""},""mix_step"":{""context_attention (scaled)"":""sol"",""context_attn_norm"":""sol"",""context_embedding"":""sol"",""context_ffn_norm"":""sol"",""context_logits_gemm"":""sol"",""context_mhc_post"":""sol"",""context_mhc_pre"":""sol"",""context_moe"":""sol"",""context_moe_post_dispatch"":""sol"",""context_moe_pre_dispatch"":""sol"",""context_p2p"":""sol"",""context_router_gemm"":""sol"",""context_shared_act_gate"":""sol"",""context_shared_ffn2_gemm"":""sol"",""context_shared_gate_up_gemm"":""sol"",""generation_attention"":""sol""}}","{""attention"":46719.99593266668,""non_attention"":83763.42196105448,""total"":130483.41789372117}",0.0,1,16,1.0,0,True,output_token_throughput,5686.8983915650015,1.0,1.0,16,130777.96520913964,22.236161843851423,[],22.236161843851423,5.559040460962856,agg,not_simulated,gb300,success,22747.593566260006,5686.8983915650015,5686.8983915650015,7.847740475606248,64,64,1,127.42521278683706,50000,True,421.9725282053259,True,1000,0,0.22.0,4,decode_smoke,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,False,,{},1.0,vllm,0.22.0,1.0009765625,1025,1025,agg_patternB|tp=4|pp=1|dp=1|moe_tp=4|moe_ep=1|cp=1|bs=1025|ctx_tokens=4096,"[""agg_patternB"",4,1,1,4,1,1,1025,4096]","[{""agg"":1024,""decode"":1024,""prefill"":16},{""agg"":2048,""decode"":1024,""prefill"":16}]",1,False,False,half,"[{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_reduce"",""group_size"":4,""message_size_bytes"":73400320.0,""operation_kind"":""custom_allreduce"",""operation_name"":""context_moe_pre_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_reduce"",""group_size"":4,""message_size_bytes"":73400320.0,""operation_kind"":""custom_allreduce"",""operation_name"":""context_moe_post_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_reduce"",""group_size"":4,""message_size_bytes"":58720256.0,""operation_kind"":""custom_allreduce"",""operation_name"":""context_moe_pre_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_reduce"",""group_size"":4,""message_size_bytes"":58720256.0,""operation_kind"":""custom_allreduce"",""operation_name"":""context_moe_post_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_reduce"",""group_size"":4,""message_size_bytes"":14680064,""operation_kind"":""custom_allreduce"",""operation_name"":""generation_moe_pre_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_reduce"",""group_size"":4,""message_size_bytes"":14680064,""operation_kind"":""custom_allreduce"",""operation_name"":""generation_moe_post_dispatch"",""tier"":""intra_node_bw""}]",1025,1,4096,SOL,1024,1.0,1,"[{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_reduce"",""group_size"":4,""operation_kind"":""custom_allreduce"",""operation_name"":""context_moe_pre_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_reduce"",""group_size"":4,""operation_kind"":""custom_allreduce"",""operation_name"":""context_moe_post_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_reduce"",""group_size"":4,""operation_kind"":""custom_allreduce"",""operation_name"":""context_moe_pre_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_reduce"",""group_size"":4,""operation_kind"":""custom_allreduce"",""operation_name"":""context_moe_post_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_reduce"",""group_size"":4,""operation_kind"":""custom_allreduce"",""operation_name"":""generation_moe_pre_dispatch"",""tier"":""intra_node_bw""},{""bandwidth_bytes_per_sec"":900000000000,""collective"":""all_reduce"",""group_size"":4,""operation_kind"":""custom_allreduce"",""operation_name"":""generation_moe_post_dispatch"",""tier"":""intra_node_bw""}]",0,0.0,python,theoretical_sol_roofline,agg_patternB,bfloat16,fp8_block,1024.0,1025,4096,fp8,265.66739701479673,deepseek-ai/DeepSeek-V4-Pro,w4a8_mxfp4_mxfp8,1,4,0,1.0,1024.0,5120.0,4,1024,tp4pp1dp1etp4ep1,False,"{""mix_step"":{""context_attention (scaled)"":15.146312060108798,""context_attn_norm"":1.1193548800000002,""context_embedding"":0.00917504,""context_ffn_norm"":1.1193548800000002,""context_logits_gemm"":0.057927312,""context_mhc_post"":8.9758277675,""context_mhc_pre"":8.983323447499998,""context_moe"":26.126942208000003,""context_moe_post_dispatch"":7.4623658666666675,""context_moe_pre_dispatch"":7.4623658666666675,""context_p2p"":0.0,""context_router_gemm"":0.6877316382719999,""context_shared_act_gate"":0.17989632,""context_shared_ffn2_gemm"":0.6877316382719999,""context_shared_gate_up_gemm"":1.3754632765439998,""generation_attention"":4.7033203818496},""scheduling"":{""genonly_step_latency_ms"":0.0,""mix_step_latency_ms"":84.09709258337973,""num_genonly_steps"":0.0,""num_mix_steps"":1025.0}}","{""mix_step"":{""attention"":20.968987321958398,""non_attention"":63.12810526142134,""total"":84.09709258337973}}","{""mix_step"":{""context_attention (scaled)"":""sol"",""context_attn_norm"":""sol"",""context_embedding"":""sol"",""context_ffn_norm"":""sol"",""context_logits_gemm"":""sol"",""context_mhc_post"":""sol"",""context_mhc_pre"":""sol"",""context_moe"":""sol"",""context_moe_post_dispatch"":""sol"",""context_moe_pre_dispatch"":""sol"",""context_p2p"":""sol"",""context_router_gemm"":""sol"",""context_shared_act_gate"":""sol"",""context_shared_ffn2_gemm"":""sol"",""context_shared_gate_up_gemm"":""sol"",""generation_attention"":""sol""}}","{""attention"":21493.212005007357,""non_attention"":64706.30789295687,""total"":86199.51989796423}",0.0,1,16,1.0,0,True,output_token_throughput,3037.6882833396166,1.0,1.0,16,86297.11989796422,11.877569045316195,[],11.877569045316195,2.9693922613290487,agg,not_simulated,gb300,success,12150.753133358467,3037.6882833396166,3037.6882833396166,11.891017504660224,64,64,4,84.09709258337973,50000,True,265.79418516675946,True,1000,0,0.22.0,4,decode_smoke,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
